ComplexID	Name	GeneList
7631	INSIG1-RNF139 complex	3638, 11236
7637	HTR3A-HTR3B complex	9177, 3359
7638	HTR3A-HTR3C complex	3359, 170572
7639	HTR3A-HTR3D complex	3359, 200909
7640	HTR3A-HTR3E complex	285242, 3359
7643	APP(AICD)-FE65-TIP60-MED12-MED4 complex (incomplete Mediator complex)	322, 351, 10524, 9968, 29079
7645	ADGRA2-DOCK1-ELMO2-GNB1-GNG2 complex	54331, 2782, 1793, 63916, 25960
7650	CAMK4-HSPA1L-HSPA8-IQCG complex	3312, 3305, 814, 84223
7651	IRAK1-IRAK4-MYD88-PELI1-TRAF6 complex	3654, 57162, 4615, 51135, 7189
7652	IRAK2-IRAK4-MYD88 complex	3656, 4615, 51135
7655	CAPN7-CHMP1B-IST1 complex	9798, 57132, 23473
7656	ISY1-PRPF19-XAB2 complex	56949, 57461, 27339
7657	AQR-ISY1-PPIE-PRPF19-XAB2-ZNF830 complex	9716, 91603, 56949, 57461, 27339, 10450
7658	ITCH-MAVS-PCBP2 complex	5094, 57506, 83737
7659	ITCH-MAP3K7-NDFIP1 complex	6885, 83737, 80762
7661	CD17-ITGAM-ITGB2 complex	3689, 3684, 57126
7662	IZUMO1-IZUMO1R complex	390243, 284359
7663	HYPK-NAA10-NAA15 complex	8260, 80155, 25764
7664	EZR-MSN-PAG1-RDX-SLC9A3R1 complex	9368, 7430, 4478, 5962, 55824
7665	MAU2-NIPBL complex	25836, 23383
7666	TANK-TBK1-TRAF2 complex	7186, 10010, 29110
7667	Vps34 Complex I	8678, 22863, 5289, 29982, 30849
7669	MAP3K5-TXN complex	7295, 4217
7670	AKAP1-MAATS1-MYCBP-PRKAR2B complex	5577, 89876, 8165, 26292
7671	CAMSAP3-MACF1 complex	57662, 23499
7672	DNA polymerase zeta	5980, 5425, 10714, 10459
7673	ANKS1A-EPHA8-RINL complex	2046, 126432, 23294
7676	GPR143-TYR complex	7299, 4935
7679	BCL10-CARD14-MALT1 complex	8915, 79092, 10892
7680	DNAJB11-SDF2 complex	6388, 51726
7681	DNAJB11-SDF2L1 complex	23753, 51726
7685	ERN1-MAP3K5-TRAF2 complex	2081, 7186, 4217
7686	ITCH-NDFIP1-UBE2L3 complex	7332, 83737, 80762
7687	CYLD-ITCH complex	83737, 1540
7692	AKT1-HSPB1-MAPK14-MAPKAPK2 complex	3315, 207, 9261, 1432
7693	AKT1-MAPK14-MAPKAPK2 complex	207, 9261, 1432
7694	MAPK14-MAPKAPK3 complex	1432, 7867
7696	DONSON-MCM2-MCM7-PCNA-TICRR complex	5111, 4176, 4171, 90381, 29980
7697	MCM8-MCM9 complex	254394, 84515
7698	MCM8-MCM9-MRE11A-NBN-RAD50 complex	4683, 4361, 10111, 254394, 84515
7699	MCPH1-Condensin II complex	10592, 23310, 7014, 29781, 54892, 79648, 10051, 54386
7700	MCRS1-NDE1 complex	10445, 54820
7702	MDM2-MDM4-TP53 complex	4194, 7157, 4193
7703	MDM2-TP53-WWOX complex	7157, 4193, 51741
7705	HOXD4-MEIS1-PBX1 complex	4211, 3233, 5087
7706	HOXD9-MEIS1-PBX1 complex	4211, 3235, 5087
7707	HOXD10-MEIS1-PBX1 complex	4211, 3236, 5087
7708	PBX1-PKNOX1 complex	5087, 5316
7720	EYA1-PAX2-TLX1 complex	3195, 5076, 2138
7721	Adenosine A1 receptor - dopamine A1 receptor complex	1812, 134
7722	GABABR1-GABABR2 complex	9568, 2550
7724	GABA receptor GBR1-GBR2-mGluR1 receptor complex	9568, 2911, 2550
7725	D2R-CB1R complex	1813, 1268
7726	Adenosine A2A-dopamine D2 receptor complex	1813, 135
7727	MC4R-NPBWR1 complex	4160, 2831
7728	GHSR-MC3R complex	4159, 2693
7729	A2AR-D2R-CB1R receptor complex	1813, 1268, 135
7730	A2AR-CB1R complex	1268, 135
7731	D2R-CB1R receptor complex	1813, 1268
7733	A2A-mGluR5 receptor complex	135, 2915
7734	GHSR-PTGER3 complex	5733, 2693
7736	GHSR-TBXA2R complex	6915, 2693
7737	GHSR-PTGIR complex	5739, 2693
7738	Intraflagellar transport complex A core complex	57728, 9742, 55764
7739	Intraflagellar transport complex A TULP3-IFT122-IFT140-IFT144 subcomplex	7289, 57728, 9742, 55764
7740	Intraflagellar transport complex A peripheral subcomplex	79809, 112752, 57539
7742	GHSR1b-NTSR1 receptor complex	4923, 2693
7743	D1R-GHSR complex	1812, 2693
7744	PP1c-Gbeta1 complex	5501, 5499, 5500, 2782
7745	CRF2 beta-D1R receptor complex	1812, 1395
7746	CRF2 alpha-D1R receptor complex	1812, 1395
7747	5-HT2A-5-HT2C receptor complex	3356, 3358
7748	MC2R-MRAP complex	4158, 56246
7749	VIPR1-VIPR2 complex	7433, 7434
7750	SCTR-VIPR1 complex	7433, 6344
7751	SCTR-VIPR2 complex	7434, 6344
7753	Drd2-Ghsr1a receptor complex	1813, 2693
7754	CB2-SQSTM1 receptor complex	1269, 8878
7755	YAP-cMYC complex	4609, 10413
7758	RAMP1-VIPR1 complex	10267, 7433
7759	RAMP3-VIPR1 complex	10268, 7433
7760	RAMP2-VIPR1 complex	10266, 7433
7761	PTH1R-RAMP2 complex	10266, 5745
7762	PTH2R-RAMP3 complex	10268, 5746
7763	GCGR-RAMP2 complex	10266, 2642
7764	CRHR1-RAMP2 complex	10266, 104909134
7765	RAMP1-VIPR2 complex	10267, 7434
7766	RAMP2-VIPR2 complex	10266, 7434
7767	RAMP3-VIPR2 complex	10268, 7434
7768	GHSR1A-SST5 complex	6755, 2693
7769	GHSR1a-Dopamine D1 receptor complex	1812, 2693
7770	GHSR1a-Melanocortin receptor 3 complex	4159, 2693
7771	GHSR1a-Serotonin 2c receptor complex	1812, 3358
7772	SEPTIN3A-SEPTIN3B-SEPTIN5 complex	5413, 55964, 55964
7773	AGTR1-MAS1 complex	4142, 185
7779	CCND3-CRABP2-RARA  complex	5914, 1382, 896
7780	ESR1--EP300-NCOA2 complex	2099, 2033, 10499
7781	PAT complex	57003, 51398
7784	RNF8-ATX3-p97 complex	9025, 4287, 7415, 55666, 7353
7786	MMS22L\u2013TONSL complex	253714, 4796
7787	MYOD1-TEAD4-VGLL4 complex	4654, 9686, 7004
7788	MAD2L2-RIF1-SHLD2-TP53BP1 complex	7158, 55183, 54537, 10459
7789	STX1A-STXBP1 complex	6812, 6804
7791	ALAS1-CLPP-CLPX complex	10845, 211, 8192
7792	AXL-DOCK1-ELMO2-MET complex	4233, 558, 1793, 63916
7793	FOXK1-PLK1-SPAG9 complex	9043, 5347, 221937
7794	FOXK2-PLK1-SPAG9 complex	9043, 5347, 3607
7795	MC1R-MC3R complex	4159, 4157
7797	GHSR-HTR2C complex	3358, 2693
7798	ADRB2-PTGER1 complex	154, 5731
7802	PTGIR-TBXA2R complex	6915, 5739
7803	ADORA2-GAS2L2 complex	135, 246176
7805	ARRB2-GNB1-GNG2-PTH1R complex	409, 54331, 2782, 5745
7806	MAP2K5-PRKCD-SQSTM1 complex	5580, 5607, 8878
7807	7SK snRNP-LEC complex	8178, 51574, 79664, 56257, 84524, 23379
7808	METTL3-METTL14-WTAP complex	9589, 56339, 57721
7809	m(6)A methyltransferase complex	9589, 23091, 25962, 79872, 56339, 57721
7812	HDAC1-HDAC2-MIER1-MIER2 complex	3065, 57708, 54531, 3066
7813	CDYL-complex	58525, 5978, 3065, 9869, 57708, 3066, 10919, 79813, 9425
7814	CDYL-CAF1-MCM complex	4172, 4173, 4174, 4176, 4171, 5928, 10036, 8208, 4175, 9869, 2146, 10919, 9425
7817	ASH2L-MRTFA complex	57591, 9070
7819	MLKL-PGAM5-RIPK1-RIPK3 complex	8737, 197259, 192111, 11035
7820	BMI1-CBX8-MLLT3-RING1 complex	648, 4300, 6015, 57332
7822	MOB4-STK26 complex	51765, 25843
7823	MOB1A-STK3-STK38 complex	6788, 11329, 55233
7825	CCZ1-MON1A-MON1B-RMC1 complex	221960, 22879, 84315, 29919
7826	ATP9A-DOP1B-MON2 complex	10079, 23041, 9980
7830	AMOT-MPP5-NF2-PATJ complex	4771, 154796, 64398, 10207
7831	MRAS-PPP1CA-SHOC2 complex	22808, 5499, 8036
7832	MRAS-PPP1CB-SHOC2 complex	22808, 5500, 8036
7833	MRAS-SCRIB-SHOC2 complex	22808, 23513, 8036
7834	MRC2-PLAU-PLAUR complex	5328, 5329, 9902
7835	MRNIP-MRE11-NBN-RAD50 complex	4683, 4361, 51149, 10111
7836	GOLGA2-PCDC10-STK26 complex	2801, 11235, 51765
7837	MTREX-ZFC3H1 complex	196441, 23517
7838	MUC1-RELA complex	4582, 5970
7839	MUC1-SH3KBP1 complex	4582, 30011
7840	GRB2-MUC1-SOS1 complex	4582, 2885, 6654
7841	EME1-MUS81 complex	146956, 80198
7844	dREAM-like complex	5934, 5928, 7027, 1874, 91750, 286826, 132660, 55957
7845	MYBL2-LIN9-LIN37-LIN52-LIN54 complex	4605, 91750, 286826, 132660, 55957
7847	MYD88-TIRAP-TLR4 complex	7099, 114609, 4615
7851	APC/C-ANAPC16 complex	996, 8881, 119504, 64682, 8697, 51434, 51433, 29945, 29882
7853	NAA10-NAA16 complex	8260, 79612
7854	NAA10-NAA15_NAA50 complex	8260, 80155, 80218
7855	NAA30-NAA35-NAA38 complex	122830, 60560, 84316
7856	NAA20-NAA25 complex	51126, 80018
7857	ANO1-KCNE1 complex	3753, 55107
7858	ANO1-KCNE5 complex	55107, 23630
7859	INIP-INTS3-NABP1 complex	65123, 64859, 58493
7860	INIP-INTS3-NABP2 complex	65123, 79035, 58493
7861	NACA-BTF3 complex	689, 4666
7862	NALCN-UNC79-UNC80 complex	259232, 285175, 57578
7863	NBAS-RINT1-ZW10 complex	51594, 9183, 60561
7864	NCBP1-NCBP3 complex	4686, 55421
7865	NCLN-NOMO1-TMEM147 complex	23420, 56926, 10430
7866	NDFIP1-NDFIP2 complex	80762, 54602
7867	CFAP410-NEK1-SPATA7 complex	755, 4750, 55812
7868	MMP9-NEU1-TLR7 complex	4318, 4758, 51284
7870	NGRN complex	26995, 285367, 84881, 81554, 51335, 22868
7871	NFE4-TFCP2 complex	7024, 58160
7872	LYRM4-NFS1 complex	57128, 9054
7873	EPM2A-NHLRC1 complex	7957, 378884
7874	H/ACA ribonucleoprotein complex	1736, 55505, 55651, 54433
7875	AUNIP-AURKA-NIN complex	6790, 51199, 79000
7876	NISCH-STK11 complex	6794, 11188
7878	CHD7-NLK-PPARG-SETDB1 complex	5468, 9869, 55636, None
7879	NLRP3-NLRC4 inflammasome	834, 841, 114548, 58484, 29108
7880	DHX9-NLRP9-PYCARD complex	1660, 338321, 29108
7881	NMD3-RAN-XPO1 complex	7514, 5901, 51068
7882	BSG-JUP-NME1 complex	3728, 4830, 682
7883	MIF-NME1 complex	4282, 4830
7884	ANP32A-APEX1-HMG2-NME1-SET complex	4830, 3148, 328, 8125, 6418
7885	NLRP1-NOD2 inflammasome	834, 22861, 64127
7886	NOX1-NOXA1-NOXO1-RAC1 complex	5879, 10811, 124056, 27035
7887	NLRP6 inflammasome	834, 171389, 29108
7888	NLRP7 inflammasome	834, 199713, 29108
7889	AIM2 inflammasome	9447, 834, 29108
7890	HRAS-IRAK1-IRAK2-TRAF6 complex	3656, 3265, 3654, 7189
7892	AIM2 inflammasome (CASP8)	9447, 841, 29108
7893	DDX58-PYCARD complex	23586, 29108
7894	MECOM-CEBPB complex	1051, 2122
7895	MECOM-SUV39H1 complex	6839, 2122
7896	EHMT2-MECOM complex	2122, 10919
7897	IFI16 inflammasome	834, 3428, 29108
7898	NADPH oxidase, cytosolic subcomplex	653361, 4688, 4689
7899	NADPH oxidase	1536, 1535, 653361, 4688
7900	NEK7-NLRP3 inflammasome	834, 140609, 114548, 29108
7901	DPP9-NLRP1 complex	91039, 22861
7902	BCL10-CARD9-CASP8-MALT1-PYCARD inflammasome complex	8915, 841, 64170, 10892, 29108
7903	MALT1-ASC-CASP8 inflammasome	841, 10892, 29108
7904	IQGAP1-NLRC3 complex	8826, 197358
7905	NAIP-NLRC4 inflammasome	834, 4671, 58484
7909	NLRP12 inflammasome	834, 91662, 29108
7910	BAG2-HSPA2-NLRP14 complex	9532, 3306, 338323
7911	NADPH oxidase	1536, 1535, 653361, 4688, 5879, 4689
7913	NONO-NR5A1 complex	2516, 4841
7914	NONO-SFPQ complex	6421, 4841
7915	NONO-NR5A1-SFPQ complex	6421, 2516, 4841
7916	ILF3-NR5A2-PPARA-PRMT1 complex	2494, 5465, 3609, 3276
7919	ILF3-NR5A2-SERBP1 complex	2494, 3609, 26135
7920	IGFBP3-NONO-SFPQ complex	3486, 6421, 4841
7924	ACE2-TMPRSS2 complex	7113, 59272
7925	ACE2-SLC6A19 complex	340024, 59272
7926	AGTR2-MAS1 complex	4142, 186
7927	AGTR1-AGTR2 complex	185, 186
7928	BDKRB2-MAS1 receptor	4142, 624
7930	RAB8A-SYTL4 complex	4218, 94121
7932	ERBB3-ITGA6-ITGB4-NRG1 complex	3691, 2065, 3655, 3084
7933	ERBB3-ITGAV-ITGB3-NRG1 complex	3690, 3685, 2065, 3084
7934	GTF2I-PARP1-SFPQ complex	142, 6421, 2969
7935	Renin-PRR complex	10159, 5972
7936	PSO4 complex	5356, 10286, 988, 27339
7937	PSO4-WRN complex	5356, 10286, 7486, 988, 27339
7938	CDC5L-PRP19 complex	5356, 10286, 3312, 56259, 988, 51503, 27339
7939	CDC5L-PRP19 core complex	5356, 10286, 988, 27339
7940	INSIG2-RNF139 complex	11236, 51141
7942	EXPH5-HDAC6-TM4SF5 complex	9032, 23086, 10013
7943	TM4SF5-ITGA5-EGFR complex	9032, 1956, 3678
7944	TM4SF5-mTOR-SLC38A9 complex	9032, 2475, 153129
7945	ITGA3-ITGB1-CD151 complex	3688, 3675, 977
7946	SIX3-LSD1-NuRD(MTA3) Complex	23028, 6496, 53615, 5928, 3065, 5931, 3066, 57504, 8932
7947	MBD3-NuRD complex	8099, 9219, 53615, 5928, 1107, 3065, 1108, 5931, 90850, 54815, 57459, 3066, 23613
7949	USH1G-USH2A-WHRN complex	7399, 124590, 25861
7950	NFKB2(p49)-RELA-SP1 complex	6667, 4791, 5970
7952	IRF8-SPI1-STAT1 complex	6688, 6772, 3394
7953	IRF1-STAT1 complex	3659, 6772
7954	BIF1-UVRAG-Beclin1 complex	8678, 7405, 51100
7955	CREBBP-EP300-HDAC1-SP1-SP3 complex	6667, 6670, 2033, 3065, 1387
7956	NRIP1-YWHAH complex	8204, 7533
7957	CASP8-CASP10-FADD-FLIP(S)-RIPK1 complex	8837, 8772, 8737, 841, 843
7958	Pyrin inflammasome	4210, 834, 29108
7960	ER membrane protein complex (EMC8)	10328, 9694, 51234, 284361, 93380, 23065, 83460, 56851, 55831
7961	ER membrane protein complex (EMC9)	9694, 51234, 284361, 93380, 23065, 83460, 56851, 55831, 51016
7962	SMC5-6-NSMCE4A complex	23137, 197370, 286053, 56160, 79677, 54780
7963	SMC5-6-EID3 complex	23137, 493861, 197370, 286053, 56160, 79677
7964	NUBP1-NUBP2 complex	4682, 10101
7965	DCTN1-DYNC1I1-NUDC-PLK1 complex	None, 5347, 1639, 10726
7966	ALYREF-NXF1-RBM8A-UPF3A complex	10189, 65110, 10482, 9939
7967	ALYREF-NXF1-RBM8A-UPF3B complex	10189, 65109, 10482, 9939
7968	NXF1-NXT1 complex	10482, 29107
7969	OTUB1-RNF128-USP8 complex	9101, 79589, 55611
7971	GIT1-MAT2B complex	27430, 28964
7974	cBAF complex	8289, 86, 6597, 60, 6598, 605, 57492, 6601, 9274, 5977, 6599, 6603, 6605, 6602
7975	PBAF complex	86, 6597, 60, 6598, 605, 196528, 55193, 6601, 55274, 9274, 6599, 6605, 6602, 29117
7976	SIX3-LSD1-MTA3 complex	23028, 6496, 57504
7977	cBAF complex	8289, 86, 6595, 60, 6598, 605, 57492, 6601, 9274, 5977, 6599, 6603, 6605, 6602
7978	PBAF complex	86, 6595, 60, 6598, 605, 196528, 55193, 6601, 55274, 9274, 6599, 6605, 6602, 29117
7979	WDTC1-DDB1-CUL4-ROC1 E3 ligase complex	9978, 8451, 8450, 1642, 23038
7980	ncBAF complex	86, 6595, 60, 6760, 605, 23506, 9274, 6599, 6602, 65980
7981	ncBAF complex	86, 6597, 60, 6760, 605, 23506, 9274, 6599, 6602, 65980
7984	Kallikrein 6-(alpha)1-antichymotrypsin complex	12, 5653
7985	Prostate-specific antigen-(alpha)1-antichymotrypsin complex	5265, 354
7986	Glandular kallikrein-(alpha)1-antichymotrypsin complex	12, 3817
7987	FANCI-FANCD2 complex	2177, 55215
7988	FANCG-BRCA2-FANCD2-XRCC3 complex	2189, 7517, 675, 2177
7990	NPM1-PA2G4 complex	4869, 5036
7991	PTGDS-TTR complex	7276, 5730
7992	RNA polymerase III complex	11128, 9533, 10622, 27297, 661, 51082, 5437, 5440, 5441, 10623, 10621, 55718, 55703, 51728, 171568
7994	B9D1-B9D2-MKS1 complex	80776, 54903, 27077
7995	E2F1-HDAC2-PA2G4-RB1 complex	5925, 1869, 3066, 5036
7996	HSPA8-PA2G4-STUB1 complex	3312, 10273, 5036
7997	ILF3-PA2G4 complex	3609, 5036
7998	MEIG1-PACRG complex	644890, 135138
8000	BAX-BCL2L11-PACS2-TNFRSF10B-TNFSF10 complex	8795, 10018, 8743, 581, 23241
8002	Translin-Trax complex	7247, 7257
8004	Cathepsin A-beta-galactosidase complex	5476, 2720
8005	Cathepsin A-beta-galactosidase-neuraminidase complex	5476, 2720, 4758
8006	CTBP1-EP300-FOXO3 complex	2309, 2033, 1487
8007	APC/C complex	996, 8881, 64682, 8697, 51434, 51433, 29882
8008	APC/C complex, 1.5 MDa	8099, 996, 8881, 246184, 64682, 51529, 8697, 51434, 51433, 29945, 29882
8009	GCP4-GCP5-GCP6 core complex	85378, 114791, 27229
8010	Aurora A-TPX2 complex	6790, 22974
8011	Aurora A-TPX2-NuMA complex	6790, 4926, 22974
8012	CTBP2-EP300-RUNX2 complex	1488, 2033, 860
8013	EP300-RUNX2 complex	2033, 860
8014	TULP3-Intraflagellar transport complex A	7289, 79809, 57728, 112752, 9742, 55764, 57539
8015	CTLH complex, submodule of the IFT/lebercilin complex	27429, 51646, 57610, 10296, 25852, 79018, 192111, 10048, 80232, 64795, 54994, 4289
8016	Dynein light chain complex (DYNLL1, DYNLL2)	8655, 140735
8018	RAD18-SETD1A complex	9739, 56852
8019	PACSIN1-PICK1 complex	29993, 9463
8020	PACSIN2-PICK1 complex	9463, 11252
8021	PACSIN3-PICK1 complex	9463, 29763
8022	SRCAP-containing complex	8089, 86, 10847, 64431, 55929, 10856, 8607
8028	CD4 receptor complex	920, 7037, 3932, 203068, 5788, 7431, 4627, 5790, 84790
8029	MBL-I complex	10747, 4153, 5648
8034	MBL-II complex	10747, 4153, 5648
8043	SLC52A3-TMEM237 complex	65062, 113278
8052	Tim-Tipin complex	54962, 8914
8055	CRY2-TIM complex	1408, 8914
8056	ATR-ATRIP-TIM complex	545, 84126, 8914
8057	Distal centriole complex	8481, 9851, 10464
8058	MAP1LC3A-OFD1-PCM1 complex	8481, 5108, 84557
8059	LYN-PAG1-STAT3 complex	4067, 6774, 55824
8060	LYN-PAG1 complex	4067, 55824
8061	CSK-FYN-PAG1 complex	2534, 1445, 55824
8062	FYN-PAG1-KHDRBS1-RASA1 complex	2534, 5921, 10657, 55824
8063	FYN-KHDRBS1-PAG1 complex	2534, 10657, 55824
8064	CSK-PAG1 complex	1445, 55824
8065	FYN-PAG1 complex	2534, 55824
8066	MSN-PAG1-SLC9A3R1 complex	9368, 4478, 55824
8067	PAGR1-PAXIP1 complex	22976, 79447
8068	BRCA1-BRCA2-PALB2 complex	672, 675, 79728
8069	PALB2-RAD51 complex	5888, 79728
8070	PALB2-RAD51AP1 complex	79728, 10635
8071	PAN2-PAN3-PABPC1 complex	26986, 9924, 255967
8072	AHCYL1-CPSF complex	10768, 10898, 29894, None, 53981, 51692
8073	AHCYL1-FIP1L1-PAPOLA complex	10768, 10914, None
8074	ARL3-RP2-UNC119 complex	6102, 403, 9094
8075	PARL-STOML2-YME1L1 complex	10730, 55486, 30968
8076	KIF4A-KIF14-KIF20A-KIF23-PRC1 complex	9055, 10112, 24137, 9493, 9928
8078	AGO2-PARN complex	5073, 27161
8079	CABLES1-TP53-TP73 complex	7161, 7157, 91768
8080	Outer dynein arm-docking complex	115948, 55130, 93233, 83538
8081	Interleukin-23	3593, 51561
8082	Interleukin-12	3592, 3593
8083	IL-15Ralpha-IL-15 complex	3600, 3601
8084	IL-2Rbeta/gamma receptor-IL-15 complex	3560, 3561, 3600
8085	IL-2Ralpha/beta/gamma receptor-IL-2 complex, high affinity	3559, 3560, 3561, 3558
8086	IL-2Rbeta/gamma receptor-IL-2 complex, intermediate affinity	3560, 3561, 3558
8087	FXN42-ISD11-ISCU-NFS1 complex	2395, 23479, 57128, 9054
8090	IL-3Ralpha/beta receptor-IL-3 complex	3562, 3563, 1439
8091	IL-5Ralpha/IL-3Rbeta receptor-IL-5 complex, high affinity	3567, 1439, 3568
8092	IL-20Ralpha/beta receptor-IL-20 complex	53833, 50604, 53832
8094	IL-18Ralpha receptor-IL-18 complex	8809, 3606
8095	IL-18 receptor-IL-18 complex	8807, 8809, 3606
8097	Mt-MMP-1-TIMP-2 complex	7077, 4323
8098	MT-MMP-1-TIMP2-proMMP-2 complex	4313, 7077, 4323
8099	NIPBL-RAD21-SMC1A complex	5885, 8243, 25836
8100	EMC2-EMC8-WNK1 complex	10328, 9694, 65125
8101	EMC2-EMC5-EMC8 complex	10328, 9694, 93380
8102	IL-20Ralpha/beta receptor-IL-19 complex	53833, 29949, 53832
8103	CAK-ERCC2 subcomplex	2068, 1022, 902, 4331
8104	TFIIH transcription factor subcomplex, cdk7-specific	2068, 2071, 2965, 2966, 2967, 2968
8105	TFIIH transcription factor subcomplex, p63-specific	2068, 2071, 1022, 902, 4331
8107	VTN-TAT complex	2147, 462, 7448
8111	IGF1-IGFBP5 complex	3479, 3488
8112	IGF1-IGFBP5-ALS complex	3479, 3488, 3483
8113	IGF2-IGFBP5 complex	3481, 3488
8114	IGF2-IGFBP5-ALS complex	3481, 3488, 3483
8115	IL6R/IL6ST receptor-IL6 complex	3569, 3570, 3572
8117	PCID2-ENY2-GANP-SEM1-CETN2 complex	8888, 1069, 7979, 55795, 56943
8118	PCID2-ENY2-GANP-SEM1-CETN3 complex	1070, 8888, 7979, 55795, 56943
8121	PCGF1-RING1A complex	6015, 84759
8122	PCGF1-RING1B complex	6045, 84759
8123	PCGF2-RING1A complex	7703, 6015
8124	PCGF2-RING1B complex	7703, 6045
8125	PCGF3-RING1A complex	6015, 10336
8126	PCGF3-RING1B complex	10336, 6045
8127	PCGF4-RING1A complex	648, 6015
8128	PCGF4-RING1B complex	648, 6045
8129	PCGF5-RING1A complex	6015, 84333
8130	PCGF5-RING1B complex	84333, 6045
8131	PCGF6-RING1A complex	6015, 84108
8132	PCGF6-RING1B complex	6045, 84108
8133	PDCD4-RICTOR complex	27250, 253260
8134	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37A complex	10016, 137492, 10015, 7251, 89853, 51160
8135	TPA-PLG-TSP complex	5340, 5327, 7057
8136	TPA-PLG-HRGP complex	5340, 5327, 3273
8137	PLG-TSP complex	5340, 7057
8138	HRG-PLG complex	5340, 3273
8140	CNTFRalpha-sorLA complex	1271, 6653
8142	CLC-CLF-CNTFR complex	9244, 1271, 23529
8143	Interleukin-27	10148, 246778
8144	MAP2K1-NEK10-RAF1 complex	5894, 5604, 152110
8145	p28-CLF complex	9244, 246778
8147	CDC25C-cyclinA-CDK2 complex	890, 1017, 995
8148	GMNN-MCIDAS complex	345643, 51053
8151	Repairosome complex, XPA-specific	2067, 5111, 6118, 2068, 3978, 2071, 7507, 2073, 2965, 5981
8152	Repairosome sub-complex, XPA-specific	5111, 7507, 6117, 2073, 2965, 5981
8153	ADA-DPP4 complex	100, 1803
8154	Glycoprotein Ib-IX complex	2811, 2812, 2815
8155	Glycoprotein Ib-IX-V complex	2811, 2812, 2815, 2814
8156	RAN-RCC1 complex	1104, 5901
8157	CXCR4-CXCL12 complex	6387, 7852
8158	HHR23B-XPC complex	5887, 7508
8159	Aposome complex	317, 836, 840, 842
8160	Microaposome complex	836, 840
8161	Procaspase 7-APAF1 complex	317, 840
8162	DNMT1-associated protein complex	5111, 1786, 3065, 10524, 7874, 29128
8163	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37B complex	10016, 10015, 7251, 89853, 79720, 51160
8164	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37C complex	55048, 10016, 10015, 7251, 89853, 51160
8165	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37D complex	10016, 155382, 10015, 7251, 89853, 51160
8166	CD63-syntenin-1 complex	6386, 967
8167	ZMYND10 complex, cytoplasmic	51364, 3312, 56683, 23639, 154865, 161582, 10856
8168	STAT1-STAT3 complex	6774, 6772
8169	CD63-PDCD6IP-SDCBP complex	6386, 967, 10015
8170	IFNAR1-IFNAR2-TYK2 complex	3454, 7297, 3455
8171	STRIPAK complex	6801, 5518, 5515, 2801, 29966, 85369, 11235, 29888, 51765, 55917, 25843
8173	PDCD6IP-SDCBP-SDC1 complex	6386, 6382, 10015
8174	IKBKG-PIDD1-RIPK1 complex	8737, 55367, 8517
8175	AKAP9-PDE4D-PRKACA complex	5566, 5144, 10142
8176	AKAP9-CAMSAP2-PDE4DIPcomplex	23271, 9659, 10142
8177	MutSalpha complex	4436, 2956
8178	MutSbeta complex	4437, 4436
8179	EMX1-GLI3-WDR11 complex	2737, 13796, 55717
8180	GP130-JAK2-SOCS3 complex	9021, 3717, 3572
8181	GNB1-GNG2 complex	54331, 2782
8182	GNB2-GNG3 complex	2783, 2785
8183	GNB2-GNG8 complex	2783, 94235
8184	GNG2-GNB4 complex	2783, 59345
8185	GNB5-RGS7 complex	10681, 6000
8186	GNB5-GNG2 complex	10681, 54331
8187	GNG7-GNB2 complex	2788, 2783
8188	GNB2-GNG12 complex	2783, 55970
8189	GNG2-GNB2 complex	54331, 2783
8190	GNGT2-GNB2 complex	2793, 2783
8191	GNB5-PDCL complex	10681, 5082
8192	GNB1-PDCL complex	2782, 5082
8193	GNB5-CCT5 complex	10681, 22948
8194	GNB1-CCT5 complex	22948, 2782
8195	GNB2-PDCL complex	2783, 5082
8196	PDCL-GNB4 complex	5082, 59345
8197	GNG4-GNB2 complex	2786, 2783
8198	PDCL-GNB5-CCT complex	10681, 22948, 5082
8199	KCNQ1-AKAP9-PDE4D3(isoform 2) complex	3784, 5144, 10142
8202	CCNQ-CDK10 complex	8558, 92002
8203	KIF17-RAB23-TNPO1 complex	3842, 57576, 51715
8205	PAWR-PRKCZ-SQSTM1 complex	5590, 8878, 5074
8206	PAXX complex	2547, 7520, 3981, 5591, 7518, 64421, 286257, 79840
8207	ACK1-GRB2-EGFR complex	1956, 2885, 10188
8208	ACK1-GRB2-PPDGFR complex	5156, 2885, 10188
8209	ACK1-GBR2-AXL complex	558, 2885, 10188
8210	SPDL1-USP45 complex	85015, 54908
8211	ACK1-GRB2-ALK complex	2885, 10188, 238
8212	ACK1-GRB2-LTK1 complex	4058, 2885, 10188
8213	MIG6-GRB2-EGFR complex	1956, 2885, 54206
8214	MIG6-GRB2-PDGFR complex	5156, 2885, 54206
8215	MIG6-GBR2-AXL complex	558, 2885, 54206
8216	ALK-GRB2-MIG6 complex	2885, 54206, 238
8217	GRB2--LTK-MIG6 complex	4058, 2885, 54206
8218	HOXA9-MEIS1-PBX1 complex	4211, 3205, 5087
8219	CNBP-PCBP2 complex	7555, 5094
8220	HOXA9-MEIS1-PBX3 complex	4211, 3205, 5090
